200 200
10	2	42	26	5	27	27	11	34	10	19	24	17	45	20	8	19	19	44	43	37	35	13	18	28	28	4	30	25	50	44	42	13	39	33	37	38	24	11	45	37	21	7	34	23	33	49	8	6	19	50	7	47	19	22	3	39	42	47	20	40	31	18	4	3	9	43	13	25	46	9	22	18	35	25	34	43	11	34	9	48	14	3	16	22	21	26	49	30	25	22	50	6	29	38	45	44	40	40	10	22	22	32	39	10	15	24	31	23	13	18	32	45	47	10	46	2	10	9	36	5	29	22	35	30	34	3	14	44	42	11	41	3	39	16	4	45	21	19	30	30	1	7	32	29	5	49	32	23	48	21	47	20	6	29	24	25	12	50	23	30	23	23	28	7	34	12	25	21	35	19	1	11	25	8	25	50	22	15	24	44	4	19	14	3	1	8	19	48	7	26	41	10	9	4	26	6	31	30	32
27	8	2	39	48	40	28	48	11	41	49	10	29	13	27	20	11	20	30	25	22	9	33	46	17	19	37	39	14	39	42	30	35	42	50	14	23	47	22	25	22	22	37	43	24	50	24	37	47	15	42	10	32	8	27	15	7	38	10	17	21	3	40	42	30	37	6	11	11	8	50	35	24	17	9	35	12	14	15	11	13	17	23	18	4	47	10	45	7	46	12	21	34	2	2	39	11	13	49	39	6	18	21	15	3	48	44	15	36	17	16	14	48	29	12	35	20	15	6	44	38	15	8	8	33	36	47	7	28	15	17	5	45	26	36	33	17	28	19	10	8	32	39	49	22	37	40	20	23	36	4	36	21	31	27	5	49	15	7	36	13	47	15	42	6	47	30	5	27	23	48	22	31	21	18	42	26	20	45	41	49	43	34	48	45	25	46	35	9	20	31	23	39	8	7	26	35	15	24	43
22	24	14	29	9	17	36	45	13	10	48	40	24	6	37	37	16	35	30	28	3	1	49	3	11	7	2	41	26	32	15	42	32	24	45	13	31	12	21	43	50	10	37	18	20	50	39	39	9	37	28	26	49	10	21	27	40	18	31	20	20	36	32	34	41	15	6	4	1	40	21	10	37	38	47	30	38	32	33	34	42	42	7	20	30	43	28	13	10	22	7	7	10	43	14	49	47	27	26	18	15	34	39	30	20	48	38	13	47	9	46	26	31	5	21	4	5	3	8	41	11	42	40	35	6	14	39	15	46	49	39	8	20	24	15	16	19	34	16	17	14	27	10	43	36	22	35	38	17	42	21	25	4	18	50	37	33	31	41	31	4	9	23	10	42	50	6	23	19	22	20	5	31	20	1	39	14	32	10	3	14	2	7	29	37	31	13	28	1	50	20	47	11	26	49	50	4	30	26	45
40	22	50	7	5	36	48	36	17	13	34	41	35	17	39	5	49	17	39	8	46	20	16	49	22	27	47	49	19	47	48	11	44	2	4	14	19	35	41	18	22	17	15	23	50	42	13	4	29	5	47	30	22	7	37	40	9	6	41	14	9	37	50	26	45	27	21	22	50	8	45	6	18	26	4	8	27	23	16	36	19	17	33	49	7	42	6	36	45	46	35	50	36	40	32	32	5	39	19	35	22	26	9	12	24	15	33	27	26	3	29	50	22	2	49	44	49	2	3	4	24	8	15	27	11	5	49	20	10	31	40	36	47	12	9	21	50	14	32	32	16	33	4	16	12	39	21	45	9	18	41	28	49	35	16	21	38	16	26	18	18	14	37	47	26	27	23	24	9	7	25	13	19	13	41	27	29	45	31	47	28	20	45	33	37	34	17	44	10	11	49	27	44	8	50	31	37	30	6	40
17	9	43	36	28	30	1	3	24	17	5	36	42	6	9	27	38	20	33	30	38	7	40	18	45	42	26	13	34	2	19	17	44	12	50	45	44	17	39	46	5	34	46	3	34	30	47	23	2	27	38	22	15	50	50	5	19	42	36	43	42	45	10	33	43	36	40	33	20	31	50	36	44	26	15	16	1	18	43	6	5	39	2	34	34	30	50	34	26	28	27	35	22	10	15	31	20	27	38	14	28	46	35	44	40	18	26	14	40	1	45	6	9	6	50	49	23	7	32	40	16	17	45	11	36	13	10	26	23	26	13	37	20	22	47	24	24	40	3	4	27	27	40	28	43	28	46	44	18	9	34	32	34	37	31	11	16	21	47	5	14	22	49	43	43	32	38	10	35	22	37	50	50	47	10	29	29	1	29	6	27	37	38	18	19	18	42	36	29	31	33	42	37	48	29	17	32	30	31	47
46	42	48	11	44	12	24	36	44	42	17	48	14	35	12	8	13	16	45	27	14	29	46	16	46	16	37	21	7	16	10	18	17	21	31	25	40	19	22	4	9	39	49	5	23	6	38	30	22	2	22	6	24	39	40	7	42	28	45	8	43	8	8	37	2	39	35	20	25	27	5	20	7	26	17	29	27	23	28	9	6	49	43	45	12	5	11	10	39	31	47	33	26	35	31	4	6	41	7	24	37	1	23	38	30	4	43	3	8	39	32	42	37	13	41	46	15	46	17	10	45	4	42	46	7	36	3	46	3	48	33	37	12	19	38	14	43	32	26	36	9	34	28	49	20	34	2	16	24	13	33	49	21	48	31	6	22	26	50	12	37	34	7	45	33	39	47	6	31	19	1	7	2	6	26	11	39	26	16	33	2	26	33	27	33	2	45	48	43	41	32	50	44	30	38	25	3	5	44	20
22	42	15	24	47	35	34	33	4	18	18	25	8	39	39	22	46	35	10	41	4	22	17	40	4	1	25	33	10	13	37	9	42	23	7	50	33	11	11	44	26	13	37	48	9	21	8	17	22	2	29	32	3	28	40	37	12	4	1	29	48	19	14	11	24	18	27	48	38	23	2	1	25	15	28	18	39	38	22	39	15	22	43	14	32	32	39	10	14	43	16	26	29	33	36	38	2	20	22	1	25	20	31	48	20	7	44	9	2	38	46	23	24	21	26	47	8	40	35	35	21	31	21	20	17	20	25	19	17	11	18	35	21	34	44	40	49	30	32	1	9	11	32	25	50	40	9	7	11	25	1	11	42	5	19	20	47	8	7	30	18	26	22	37	40	50	42	12	14	11	15	27	48	32	21	37	8	7	16	6	6	31	41	48	30	39	50	13	20	27	13	38	20	26	7	5	10	19	45	45
13	39	29	20	37	23	49	29	10	6	2	32	29	15	33	48	16	6	9	36	9	23	23	22	31	37	49	7	43	41	26	39	37	34	9	26	36	3	7	34	1	15	10	9	14	25	42	23	34	4	26	25	25	30	39	11	32	50	29	4	13	44	16	4	40	50	34	7	11	3	14	31	14	39	38	31	36	43	9	37	18	12	11	3	4	42	18	24	33	12	26	36	18	30	3	43	34	8	11	45	41	29	50	17	17	34	40	39	16	4	44	44	28	45	16	17	2	43	41	30	21	48	9	46	4	50	24	38	36	48	5	14	35	2	10	4	23	34	10	22	16	11	28	19	40	38	33	47	28	12	7	14	7	50	35	43	25	5	20	7	40	37	24	50	48	22	12	37	8	41	23	6	38	7	27	12	26	22	8	23	9	30	25	40	19	41	4	48	26	4	7	41	11	36	44	38	24	4	25	49
46	45	25	39	2	1	13	18	42	22	20	9	37	26	8	31	13	44	13	2	34	42	42	7	5	18	8	15	32	9	8	9	9	35	26	45	29	33	49	35	36	2	12	39	24	29	18	10	39	7	41	42	11	46	30	35	45	24	21	17	20	8	30	16	9	23	39	43	25	14	34	3	14	47	13	24	18	24	10	31	13	22	10	10	29	19	31	49	25	10	15	30	13	35	27	50	34	40	9	29	9	50	33	17	21	49	8	21	27	30	31	27	34	35	20	22	24	14	35	2	14	31	22	26	34	31	32	15	21	49	11	7	35	1	12	47	36	15	3	29	46	13	6	34	5	19	39	20	23	6	38	17	6	27	20	28	1	28	3	38	36	48	10	31	11	46	43	41	4	25	18	15	48	26	50	6	48	12	14	12	32	39	6	44	8	7	42	38	15	27	43	6	6	16	35	50	47	15	9	9
32	42	18	22	37	18	12	11	29	24	31	19	23	22	8	16	30	18	14	22	9	16	29	21	47	30	50	10	5	8	31	27	36	35	50	44	46	29	17	31	6	21	38	31	41	2	24	40	36	8	50	45	24	21	5	2	14	23	4	5	29	15	19	28	18	48	20	43	24	44	3	18	20	21	26	17	44	32	32	27	23	19	41	13	25	45	41	40	46	44	21	42	37	34	10	19	22	49	46	47	36	48	42	40	49	25	47	33	3	28	8	14	15	39	12	22	32	13	34	5	27	1	48	21	32	2	27	23	22	42	1	10	23	20	48	13	21	45	30	9	7	29	18	17	28	3	40	21	40	15	42	25	6	14	10	16	4	49	4	6	4	43	38	38	43	4	32	50	47	2	13	5	48	3	29	25	2	5	48	2	15	24	34	8	1	4	17	43	43	34	27	9	49	47	7	16	5	38	24	8
46	44	24	26	29	25	20	24	41	43	32	1	44	25	47	42	44	39	1	47	19	38	15	11	19	7	4	45	31	44	20	47	47	13	38	38	25	23	26	42	2	32	15	11	9	14	24	25	8	15	31	33	18	8	13	3	43	50	33	9	34	27	33	13	48	15	7	20	22	6	34	10	31	50	40	21	43	34	44	31	21	47	10	24	15	14	22	45	21	28	10	32	35	39	12	28	23	30	7	30	28	18	10	31	2	24	21	31	21	9	12	36	2	2	22	6	7	9	3	4	23	16	6	17	32	46	4	1	26	45	22	43	11	14	45	6	27	30	12	2	42	48	32	15	4	3	50	32	49	16	37	15	37	44	34	38	30	17	26	23	18	16	25	34	17	13	50	8	25	1	10	41	36	34	47	21	31	19	47	27	46	5	35	15	31	50	21	44	25	17	24	11	19	44	39	31	14	29	43	21
9	39	21	14	27	20	29	22	20	18	37	47	9	21	38	15	13	14	23	26	29	40	33	6	6	44	43	46	27	47	1	1	2	1	28	32	3	7	4	28	4	34	39	36	12	6	39	17	46	18	19	18	17	15	37	25	45	5	3	1	7	27	27	32	26	33	34	35	23	12	29	39	29	27	40	10	21	16	49	47	45	18	3	40	43	20	16	20	8	17	7	5	37	25	28	18	34	3	40	12	14	29	42	2	17	32	48	12	15	36	36	18	27	44	38	23	1	49	38	3	48	2	45	13	46	5	20	50	35	50	46	41	27	19	39	30	5	18	18	49	32	27	29	4	11	48	35	5	49	6	5	20	6	36	49	23	29	37	27	5	36	25	34	19	35	11	5	25	38	6	7	24	19	11	35	1	43	6	25	49	4	35	25	45	16	49	11	22	31	45	3	48	35	44	20	48	43	3	35	30
12	21	29	9	13	24	20	34	32	38	45	23	11	33	49	8	44	43	1	29	12	41	31	43	3	44	46	49	6	44	48	19	22	22	33	21	34	8	24	39	3	19	38	37	29	13	49	10	45	23	26	3	40	19	34	28	23	49	23	50	35	12	22	43	47	2	39	1	2	44	4	10	16	43	39	14	45	16	22	12	45	7	2	33	1	20	1	16	16	49	22	15	42	16	50	26	50	37	50	18	31	16	5	50	42	22	28	25	5	28	10	24	21	26	50	45	26	40	10	46	18	49	12	1	48	42	50	34	22	12	46	27	4	14	40	36	40	35	9	8	36	38	30	40	22	17	27	24	8	29	28	12	27	1	44	49	19	27	27	50	43	28	48	35	12	29	6	30	2	1	32	45	40	8	35	13	8	6	12	39	9	12	4	22	26	19	13	35	29	4	29	34	25	20	15	37	6	23	6	41
3	23	3	23	15	1	38	43	4	11	48	45	45	45	7	28	22	28	47	44	25	46	31	11	6	9	31	28	13	10	28	37	41	34	35	2	22	22	1	16	42	14	44	21	41	31	19	14	35	50	48	13	34	50	38	3	41	14	16	7	26	24	35	36	29	34	28	50	19	43	31	29	8	10	17	49	34	11	43	31	37	45	10	6	23	50	13	39	30	4	33	46	16	46	9	13	50	38	22	43	19	41	14	11	34	37	5	45	44	39	11	17	33	24	5	41	41	24	39	28	16	5	5	30	34	11	21	35	13	7	15	29	23	40	48	39	48	34	23	35	47	27	28	2	10	18	50	25	49	21	29	14	1	45	45	3	17	10	41	37	4	35	23	46	35	43	23	37	30	19	17	48	28	42	8	32	36	50	10	11	47	27	26	43	34	18	24	50	41	50	38	8	15	35	39	18	15	35	44	29
17	49	33	20	39	3	48	15	28	25	38	12	29	26	29	18	43	38	50	40	3	7	33	35	32	7	31	42	25	9	14	29	30	48	36	43	28	38	41	40	25	11	26	38	21	8	40	5	14	43	28	46	6	29	14	5	11	43	46	5	26	16	42	20	10	4	50	2	37	34	42	29	39	38	8	16	7	8	32	29	6	21	3	18	2	49	18	20	15	34	16	2	1	46	44	10	19	20	17	11	27	12	5	30	12	45	45	33	12	35	35	2	1	21	2	6	37	12	32	21	42	4	16	41	48	29	24	19	26	26	19	2	49	47	17	14	2	23	50	18	39	32	38	8	2	31	22	11	38	4	2	22	33	39	30	3	29	17	22	7	18	8	4	3	47	46	1	4	35	5	11	43	27	25	44	6	44	49	18	16	19	5	42	19	25	14	29	15	8	35	28	4	24	10	15	19	30	27	16	21
48	35	2	29	42	21	23	29	35	25	8	25	43	44	10	45	13	27	5	48	34	5	4	22	7	34	48	32	42	38	6	39	27	38	47	32	18	24	7	38	4	6	16	13	34	15	36	5	14	17	19	49	49	6	33	44	14	27	6	13	14	16	30	46	50	20	7	42	40	24	44	29	35	26	21	47	15	2	49	44	10	32	13	11	39	49	24	7	34	4	28	14	33	49	30	47	5	20	49	43	9	6	39	43	8	17	3	34	3	14	22	11	47	3	20	33	36	6	31	14	24	11	21	19	30	50	26	21	34	19	7	30	34	45	26	35	15	39	23	24	22	45	39	45	30	36	20	19	10	14	45	9	40	3	43	18	20	21	22	42	40	46	48	28	3	11	37	22	20	2	8	45	6	30	7	30	47	2	6	15	22	40	15	12	34	39	7	16	46	46	18	24	22	13	35	40	26	13	50	32
20	10	10	37	27	7	47	38	35	23	41	24	13	44	3	2	20	19	17	34	15	23	5	49	30	32	50	41	34	28	15	24	32	27	12	25	3	32	15	46	4	49	6	37	15	18	24	17	11	47	43	29	39	27	34	19	15	39	18	2	8	31	12	49	34	22	20	36	32	23	41	24	30	33	31	22	4	11	35	33	29	8	17	18	19	16	11	45	4	40	34	20	25	9	45	27	50	27	18	49	33	17	11	1	41	35	4	3	5	13	3	33	9	30	26	43	44	47	15	27	9	11	2	36	40	47	35	34	47	4	6	4	21	1	33	42	3	8	48	43	16	37	40	33	1	49	43	20	42	20	28	2	30	36	26	5	46	45	46	35	21	23	22	36	35	31	4	29	9	40	47	18	15	12	3	17	33	17	1	18	43	38	13	13	15	39	17	8	32	8	43	19	26	4	25	43	10	24	18	20
38	6	16	33	43	23	24	6	23	34	47	23	22	31	32	22	18	27	9	49	5	6	27	16	26	23	29	5	38	24	29	4	25	4	3	33	29	19	26	27	20	27	11	47	19	37	26	35	41	39	2	30	35	17	4	20	44	12	30	37	4	40	43	17	50	45	10	43	16	3	33	11	50	12	18	15	27	30	44	43	31	43	29	48	40	1	24	12	37	17	1	50	2	12	6	5	26	19	4	14	42	46	39	7	31	29	8	7	39	43	23	34	42	32	15	50	43	48	26	25	40	47	18	23	28	15	3	21	38	25	26	49	25	2	13	37	47	8	25	31	8	26	22	29	2	30	30	45	49	28	5	40	40	6	47	37	30	47	29	25	24	28	11	44	13	23	28	20	31	48	50	27	9	1	23	25	39	19	12	2	25	38	20	37	50	42	25	25	4	25	26	21	34	43	25	9	28	34	36	14
7	47	45	45	15	35	31	8	38	12	43	7	18	4	15	31	42	50	11	30	26	32	42	24	16	28	29	19	8	33	46	34	29	19	9	25	29	37	31	22	5	8	12	48	47	41	37	21	17	24	22	25	13	45	3	25	14	20	20	39	14	13	5	29	7	12	50	49	29	40	16	8	45	7	26	29	24	32	43	19	13	22	43	37	40	4	17	33	24	13	17	18	31	45	32	48	45	23	28	48	47	13	37	38	29	10	45	22	21	31	2	29	34	5	9	15	43	30	5	41	7	19	8	32	38	27	11	17	17	7	12	29	22	19	17	42	12	49	29	16	45	21	46	42	20	17	44	40	35	16	20	13	13	41	21	31	5	5	45	17	21	33	38	49	28	9	29	5	8	11	13	32	31	4	42	25	13	40	6	27	32	44	38	48	6	7	1	20	41	24	9	12	45	44	37	22	33	20	45	18
18	44	15	13	33	26	21	30	29	3	36	48	39	47	20	44	16	3	23	50	42	16	18	44	13	43	40	14	10	12	1	13	46	32	27	16	21	7	24	3	5	21	17	36	21	16	2	47	17	10	48	14	27	9	29	38	5	11	25	30	35	20	42	11	8	18	49	26	38	2	39	20	4	33	40	23	43	37	19	24	36	3	7	37	15	8	22	11	36	41	16	15	28	47	10	30	11	27	23	33	8	26	16	12	1	41	48	6	9	3	15	7	31	33	18	28	1	9	45	17	11	12	32	7	20	36	20	26	24	6	34	44	13	26	45	42	3	27	29	33	33	38	42	48	40	30	45	43	9	28	21	12	24	8	19	12	12	27	15	2	6	3	28	25	44	24	28	50	13	5	8	21	33	39	45	5	20	1	39	36	35	17	8	43	14	22	25	16	38	26	25	17	43	27	39	35	43	41	2	24
13	25	29	4	7	20	14	28	38	13	48	32	22	29	11	13	17	45	39	29	10	20	27	41	27	8	1	5	9	37	41	21	6	45	27	40	49	12	50	37	24	5	46	3	41	45	24	13	48	20	17	36	37	47	28	42	8	23	30	27	40	40	22	47	26	46	16	49	9	12	31	48	9	13	27	2	24	16	3	31	33	5	18	41	47	42	16	7	28	32	3	47	11	44	49	4	2	20	48	24	8	5	12	50	21	1	25	17	29	21	28	17	21	4	49	35	16	10	5	43	9	50	27	38	23	43	24	21	49	38	46	18	19	19	38	12	40	28	15	47	41	4	9	7	21	17	8	42	44	12	34	45	11	5	13	41	50	46	20	40	23	37	38	39	4	7	13	28	16	25	39	17	25	27	42	7	27	44	6	44	36	33	40	5	45	38	9	24	41	46	7	47	35	48	48	20	2	3	5	22
18	34	50	40	33	20	24	4	48	41	24	32	4	5	17	50	50	32	42	30	46	5	23	45	14	16	10	49	24	15	18	31	42	44	50	22	24	16	37	47	32	15	25	34	1	29	18	50	36	46	36	30	7	47	40	46	38	7	18	2	29	4	25	3	23	38	41	33	27	20	42	31	9	2	31	7	16	47	39	5	7	15	22	3	7	40	47	13	31	7	29	11	48	49	11	38	32	8	32	12	14	4	30	5	38	3	39	19	49	37	35	22	14	47	45	17	35	30	11	24	44	43	14	19	39	15	32	9	45	28	15	42	8	37	10	44	47	32	13	25	42	23	23	27	1	10	14	41	50	25	5	17	21	12	24	50	11	46	10	45	12	16	44	13	4	22	36	43	17	39	27	50	26	30	20	49	13	7	8	13	10	8	35	50	29	1	21	3	39	12	8	49	2	14	25	5	27	24	34	18
12	36	34	10	38	23	26	11	22	49	13	28	45	16	37	6	7	37	11	12	6	8	19	23	46	10	28	4	34	29	33	34	39	41	13	49	43	33	23	36	11	9	32	8	33	44	11	27	4	8	8	2	18	26	13	49	2	2	24	23	33	32	28	7	25	25	28	42	2	19	32	25	7	38	21	18	47	46	39	13	23	37	36	50	33	10	27	12	49	33	21	38	49	21	20	7	38	34	30	14	38	23	43	41	50	8	50	25	39	8	9	8	13	15	18	29	48	4	18	8	46	50	42	4	41	24	25	23	46	50	34	11	37	17	48	8	36	5	37	2	37	26	40	43	50	26	43	50	12	17	14	33	49	10	4	15	16	29	18	10	41	43	8	2	29	45	18	33	49	38	29	32	11	13	43	44	40	48	7	41	9	45	39	22	14	24	40	24	29	3	47	13	20	43	37	9	13	16	18	12
34	37	43	50	4	9	28	30	11	40	24	32	28	50	43	26	26	21	5	25	20	29	37	7	32	48	38	35	18	41	37	9	18	20	22	11	21	23	20	11	9	13	22	35	50	40	25	22	41	7	36	30	7	9	48	11	32	16	49	5	15	6	33	14	47	50	7	28	24	7	5	39	23	17	19	50	1	23	29	3	42	32	39	14	6	14	16	41	41	17	20	13	48	4	4	4	24	1	23	26	33	11	13	19	9	16	46	33	9	29	40	23	46	35	15	47	46	47	24	14	28	38	5	50	31	39	40	43	46	32	39	27	40	5	46	48	19	9	11	29	25	37	44	10	40	21	4	10	33	21	32	9	47	11	26	13	2	36	31	16	24	12	19	49	19	15	37	26	31	11	37	12	25	38	28	19	39	47	26	49	30	16	10	28	11	6	37	40	11	11	34	38	37	33	2	21	13	18	33	32
